id,schedule_id,bim360_account_id,bim360_project_id,unique_id,sequential_id,file_activity_id,parent_unique_id,type,name,is_critical_path,completion_percentage,planned_start,planned_finish,actual_start,actual_finish,start,finish,duration,actual_duration,remaining_duration,free_slack_units,free_slack_duration,total_slack_units,total_slack_duration,is_wbs,wbs_path,wbs_code,created_at,updated_at,wbs_path_text
901ad2cd-b1c9-449c-bd87-d5a1921c0b4d,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,281,40,,9,ACTIVITY,Pay Permit Fees and Excise Taxes,f,0,,,,,2008-07-29 08:00:00,2008-07-29 17:00:00,1,,1,DAYS,0,DAYS,26,f,[9],4.14,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
087cc157-d1e9-40c5-b44f-172445a74ed2,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,6,21,,4,ACTIVITY,Receive Bids,f,0,,,,,2008-07-11 08:00:00,2008-07-24 17:00:00,10,,10,DAYS,0,DAYS,19,f,[4],3.4,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Bids & Contracts
1b7665a0-a9fa-409d-86bc-affea9dc175f,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,13,31,,9,ACTIVITY,Post Lot Identification,t,0,,,,,2008-07-14 08:00:00,2008-07-14 17:00:00,1,,1,DAYS,0,DAYS,0,f,[9],4.5,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
415ff1de-877f-4a3f-9c8b-d939c3c6e763,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,3,6,,145,MILESTONE,Supply Contract Site Plan,f,0,,,,,2008-06-01 08:00:00,2008-06-01 08:00:00,0,,0,DAYS,15,DAYS,19,f,[145],1.5,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Contracts
a9e68b98-0d1a-455d-b848-b3a851653ca3,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,28,50,,26,ACTIVITY,Dig Footings & Install Reinforcing,t,0,,,,,2008-08-04 08:00:00,2008-08-04 17:00:00,1,,1,DAYS,0,DAYS,0,f,[26],6.2,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Foundation
dc167133-2706-4705-b4c4-bada704a24a3,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,282,13,,274,ACTIVITY,Print Construction Drawings,t,0,,,,,2008-06-30 08:00:00,2008-07-04 17:00:00,5,,5,DAYS,0,DAYS,0,f,[274],2.4,2024-03-07 00:57:15.378,2024-03-08 02:38:16.271,Document Review & Revision
e369b975-f916-45db-a4f6-19bbd92f3dea,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,4,17,,0,ACTIVITY,Bids & Contracts,f,0,,,,,2008-07-07 08:00:00,2008-08-07 17:00:00,24,,24,DAYS,19,DAYS,19,t,[],3,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,""
ab0277ae-d61b-4567-a7f6-882c2d05e324,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,22,44,,20,ACTIVITY,Strip Topsoil & Stockpile,f,0,,,,,2008-07-28 08:00:00,2008-07-28 17:00:00,1,,1,DAYS,27,DAYS,27,f,[20],5.2,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Site Work
d8354d9b-0f40-4a1b-b5f8-e5ef5fb05edd,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,293,29,,9,ACTIVITY,File Grading Permit Application,f,0,,,,,2008-07-07 08:00:00,2008-07-07 17:00:00,1,,1,DAYS,3,DAYS,3,f,[9],4.3,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
de7f3955-4598-462e-bb5e-062be673d00b,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,36,58,,26,ACTIVITY,Fill Block Cores w/ Concrete,t,0,,,,,2008-08-29 08:00:00,2008-08-29 17:00:00,1,,1,DAYS,0,DAYS,0,f,[26],6.10,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Foundation
353319ce-995b-43be-97d6-756ccc6c7378,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,294,41,,9,MILESTONE,Building Permit Issued,f,0,,,,,2008-07-29 17:00:00,2008-07-29 17:00:00,0,,0,DAYS,26,DAYS,26,f,[9],4.15,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
f1eb69a3-79da-4b36-b27b-06dc691b05f7,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,287,2,,145,MILESTONE,Supply Lot Sale Agreement,f,0,,,,,2008-06-01 08:00:00,2008-06-01 08:00:00,0,,0,DAYS,68,DAYS,68,f,[145],1.1,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Contracts
8ee6a4af-694f-4e32-a19c-13eeabf55fdf,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,11,28,,9,ACTIVITY,Stake lot,t,0,,,,,2008-07-11 08:00:00,2008-07-11 17:00:00,1,,1,DAYS,0,DAYS,0,f,[9],4.2,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
cba4ecc5-f2b5-4fdf-a028-d643f0f4543d,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,32,54,,26,ACTIVITY,"Stock Block, Mortar, Sand",t,0,,,,,2008-08-07 08:00:00,2008-08-07 17:00:00,1,,1,DAYS,0,DAYS,0,f,[26],6.6,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Foundation
2f21148c-407b-4161-9a11-d9fffd695c08,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,16,34,,9,ACTIVITY,Install Construction Entrance,f,0,,,,,2008-07-17 08:00:00,2008-07-17 17:00:00,1,,1,DAYS,1,DAYS,1,f,[9],4.8,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
9575351d-6bff-4e89-9eb6-f96bf46bb816,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,17,36,,9,ACTIVITY,Sediment Control Insp.,t,0,,,,,2008-07-21 08:00:00,2008-07-21 17:00:00,1,,1,DAYS,0,DAYS,0,f,[9],4.10,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
0668e2b1-b6d2-402f-91cd-53d19fd87211,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,2,4,,145,MILESTONE,Supply Contract Plans,f,0,,,,,2008-06-01 08:00:00,2008-06-01 08:00:00,0,,0,DAYS,0,DAYS,4,f,[145],1.3,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Contracts
f7a83a50-394e-4acf-9a4f-6116194f784c,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,285,15,,274,MILESTONE,Approve Revised Specifications,f,0,,,,,2008-07-04 17:00:00,2008-07-04 17:00:00,0,,0,DAYS,0,DAYS,2,f,[274],2.6,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Document Review & Revision
4bee4404-c688-472b-a6d5-24fb1c4f40c5,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,30,52,,26,ACTIVITY,Pour footings,t,0,,,,,2008-08-05 08:00:00,2008-08-05 17:00:00,1,,1,DAYS,0,DAYS,0,f,[26],6.4,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Foundation
81037cae-a82b-463c-8a8e-0fd56172cb8e,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,23,45,,20,ACTIVITY,Stake Lot for Excavation,t,0,,,,,2008-07-28 08:00:00,2008-07-28 17:00:00,1,,1,DAYS,0,DAYS,0,f,[20],5.3,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Site Work
24b08661-bdb8-4c10-83b2-6d1125251594,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,147,38,,9,ACTIVITY,County Permit Process,f,0,,,,,2008-07-10 08:00:00,2008-07-23 17:00:00,10,,10,DAYS,0,DAYS,3,f,[9],4.12,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
a408d7f9-2ceb-4d3d-8df9-cf6b54df0ff9,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,280,24,,7,ACTIVITY,Construction,f,0,,,,,2008-07-25 08:00:00,2008-07-31 17:00:00,5,,5,DAYS,24,DAYS,24,f,"[7, 4]",3.5.2,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,"Bids & Contracts, Review Bids"
8b1a5ebf-fe5a-4921-8a12-5ecff8cd8c51,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,29,51,,26,MILESTONE,Footing Inspection,t,0,,,,,2008-08-04 17:00:00,2008-08-04 17:00:00,0,,0,DAYS,0,DAYS,0,f,[26],6.3,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Foundation
4a798b23-e287-475e-a40d-8e05743049ff,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,18,37,,9,ACTIVITY,Grading Permit Issued,t,0,,,,,2008-07-22 08:00:00,2008-07-22 17:00:00,1,,1,DAYS,0,DAYS,0,f,[9],4.11,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
74d3c6f6-2eb1-4abb-9cd1-c209efee9228,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,10,27,,9,ACTIVITY,Schedule lot stake-out,t,0,,,,,2008-07-07 08:00:00,2008-07-07 17:00:00,1,,1,DAYS,0,DAYS,0,f,[9],4.1,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
794726f2-03c3-4f57-b249-e5a096fd2a06,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,26,48,,0,ACTIVITY,Foundation,t,0,,,,,2008-08-01 08:00:00,2008-09-03 17:00:00,24,,24,DAYS,0,DAYS,0,t,[],6,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,""
1b87aec4-da07-4292-8289-af282051fef0,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,15,32,,9,ACTIVITY,Meet Sediment Control Inspector,t,0,,,,,2008-07-15 08:00:00,2008-07-15 17:00:00,1,,1,DAYS,0,DAYS,0,f,[9],4.6,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
fc0b7b23-7b01-4a53-b06c-ce41a529c823,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,262,5,,145,MILESTONE,Supply Contract Specifications,t,0,,,,,2008-06-01 08:00:00,2008-06-01 08:00:00,0,,0,DAYS,0,DAYS,0,f,[145],1.4,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Contracts
00f6661b-9e8b-425e-b340-9946be0a7eca,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,24,46,,20,ACTIVITY,Rough grade lot,t,0,,,,,2008-07-29 08:00:00,2008-07-29 17:00:00,1,,1,DAYS,0,DAYS,0,f,[20],5.4,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Site Work
813986f9-f54d-4d39-a004-ccb48ec202e9,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,31,53,,26,ACTIVITY,Pin Footings,t,0,,,,,2008-08-06 08:00:00,2008-08-06 17:00:00,1,,1,DAYS,0,DAYS,0,f,[26],6.5,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Foundation
d8952d3a-a492-46d4-89d2-dc8ac2f405f2,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,289,7,,145,MILESTONE,Secure Financing,f,0,,,,,2008-06-01 08:00:00,2008-06-01 08:00:00,0,,0,DAYS,68,DAYS,68,f,[145],1.6,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Contracts
3a64ef20-6d1f-4e81-97b7-18dc346ae062,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,273,3,,145,MILESTONE,Supply Construction Agreement,t,0,,,,,2008-06-01 08:00:00,2008-06-01 08:00:00,0,,0,DAYS,0,DAYS,0,f,[145],1.2,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Contracts
5df7f24a-322f-4ded-8801-1aaa629aa726,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,9,26,,0,ACTIVITY,Grading & Building Permits,t,0,,,,,2008-07-07 08:00:00,2008-07-29 17:00:00,17,,17,DAYS,0,DAYS,0,t,[],4,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,""
e9297cc1-fd07-40c0-b078-65b87adb6845,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,12,30,,9,ACTIVITY,File Building Permit Application,f,0,,,,,2008-07-07 08:00:00,2008-07-09 17:00:00,3,,3,DAYS,0,DAYS,2,f,[9],4.4,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
07c9b99f-2dd7-4098-b6eb-352c9481c63b,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,153,35,,9,ACTIVITY,Install Sediment Controls,t,0,,,,,2008-07-17 08:00:00,2008-07-18 17:00:00,2,,2,DAYS,0,DAYS,0,f,[9],4.9,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Grading & Building Permits
c8d2ee6a-3ac5-4be0-b6ec-f53f2e0223e3,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,27,49,,26,ACTIVITY,Layout footings,t,0,,,,,2008-08-01 08:00:00,2008-08-01 17:00:00,1,,1,DAYS,0,DAYS,0,f,[26],6.1,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Foundation
b5e7d5cc-58fd-475d-97ac-ec36e4552bf2,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,5,20,,4,ACTIVITY,Distribute Plans & Specifications,f,0,,,,,2008-07-10 08:00:00,2008-07-10 17:00:00,1,,1,DAYS,0,DAYS,19,f,[4],3.3,2024-03-07 00:57:15.378,2024-03-08 02:36:27.956,Bids & Contracts
6fb1f671-c72a-4591-bece-17734ddb9dbe,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,20,42,,0,ACTIVITY,Site Work,t,0,,,,,2008-07-23 08:00:00,2008-07-31 17:00:00,7,,7,DAYS,0,DAYS,0,t,[],5,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,""
70f551e6-1288-49b3-8e5f-17541465300c,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,275,10,,274,ACTIVITY,Review & Finalize Plans,f,0,,,,,2008-06-02 08:00:00,2008-06-20 17:00:00,15,,15,DAYS,0,DAYS,4,f,[274],2.1,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Document Review & Revision
e76153c8-f097-45d8-a5bc-99b04fa0736b,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,277,12,,274,ACTIVITY,Review & Finalize Site Plan,f,0,,,,,2008-06-23 08:00:00,2008-06-23 17:00:00,1,,1,DAYS,4,DAYS,4,f,[274],2.3,2024-03-07 00:57:15.378,2024-06-11 08:17:33.785,Document Review & Revision
3507ba14-4108-49d0-ba6d-9fb5bd9ecd2b,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,274,9,,0,ACTIVITY,Document Review & Revision,t,0,,,,,2008-06-02 08:00:00,2008-07-04 17:00:00,25,,25,DAYS,0,DAYS,0,t,[],2,2024-03-07 00:57:15.378,2024-06-11 08:23:28.967,""
d1d31470-909d-4c33-8087-de855b5edc1f,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,284,14,,274,MILESTONE,Approve Revised Plans,f,0,,,,,2008-07-04 17:00:00,2008-07-04 17:00:00,0,,0,DAYS,0,DAYS,2,f,[274],2.5,2024-03-07 00:57:15.378,2024-06-11 08:24:24.45,Document Review & Revision
229613e4-6144-4d77-bb2a-9d7f5b93032a,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,8,25,,4,ACTIVITY,Execute Subcontractor Agreements,f,0,,,,,2008-08-01 08:00:00,2008-08-07 17:00:00,5,,5,DAYS,19,DAYS,19,f,[4],3.6,2024-03-07 00:57:15.378,2024-06-11 08:25:19.925,Bids & Contracts
a337510d-939e-4901-9313-39611c8c5975,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,34,59,,26,ACTIVITY,Steel Delivery,t,0,,,,,2008-09-01 08:00:00,2008-09-01 17:00:00,1,,1,DAYS,0,DAYS,0,f,[26],6.11,2024-03-07 00:57:15.378,2024-06-11 08:25:57.448,Foundation
75b128ef-b0cf-46a5-8ea2-b6872fd63b80,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,276,11,,274,ACTIVITY,Review & Finalize Specifications,t,0,,,,,2008-06-02 08:00:00,2008-06-27 17:00:00,20,,20,DAYS,0,DAYS,0,f,[274],2.2,2024-03-07 00:57:15.378,2024-03-08 02:37:19.001,Document Review & Revision
2ca55fea-9dc1-4994-86f4-0b0de5a23419,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,145,1,,0,MILESTONE,Contracts,t,0,,,,,2008-06-01 08:00:00,2008-06-01 08:00:00,0,,0,DAYS,0,DAYS,0,t,[],1,2024-03-07 00:57:15.378,2024-06-11 08:16:39.825,""
845d9f8d-fd22-4833-97c8-4041e88aaddc,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,291,16,,274,MILESTONE,Approve Revised Site Plan,f,0,,,,,2008-07-04 17:00:00,2008-07-04 17:00:00,0,,0,DAYS,0,DAYS,2,f,[274],2.7,2024-03-07 00:57:15.378,2024-06-11 08:18:43.43,Document Review & Revision
72884f36-db7c-4640-84f5-4f4fe89dd252,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,25,47,,20,ACTIVITY,Excavate for foundation,t,0,,,,,2008-07-30 08:00:00,2008-07-31 17:00:00,2,,2,DAYS,0,DAYS,0,f,[20],5.5,2024-03-07 00:57:15.378,2024-03-07 00:57:15.378,Site Work
57874d63-c58a-4964-9ced-f1cfd78432c8,7e19db82-c0a4-42a6-a316-110e8e4017c4,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,146,18,,4,ACTIVITY,Make Copies of Plans,f,0,,,,,2008-07-07 08:00:00,2008-07-09 17:00:00,3,,3,DAYS,0,DAYS,19,f,[4],3.1,2024-03-07 00:57:15.378,2024-03-08 02:38:32.979,Bids & Contracts
