issue_id,bim360_account_id,bim360_project_id,display_id,title,description,type_id,subtype_id,status,assignee_id,assignee_type,due_date,location_id,location_details,linked_document_urn,owner_id,root_cause_id,root_cause_category_id,response,response_by,response_at,opened_by,opened_at,closed_by,closed_at,created_by,created_at,updated_by,updated_at,start_date,deleted_at,snapshot_urn,published,gps_coordinates,deleted_by
353422d7-cb96-4de8-8a1a-921454294fb5,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,168,Punch List,,517e6b06-5d6d-46fa-9d9f-a8573354365e,26bd6d72-6205-4662-b353-ddfe896a28ef,open,,,,,,,7VZ2Q8PTMR3E7H96,,,,,,7VZ2Q8PTMR3E7H96,2025-12-14 03:35:31.38,,,7VZ2Q8PTMR3E7H96,2025-12-14 03:35:31.385,7VZ2Q8PTMR3E7H96,2025-12-14 03:36:07.939,,,,t,,
af884dcd-104d-4ad2-8f36-71bd373b0f6c,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,169,Ponding on bathroom floor,"Level 3 bathroom has water pooling, screed needs to be redone",9a4442a6-afe0-441a-a347-d3f57ef230d6,6f698fc6-17a6-44eb-9204-9f90fbff98d5,open,BFN2XQU8NGGTJ4SQ,user,2025-12-31 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2025-12-15 04:55:14.03,,,7VZ2Q8PTMR3E7H96,2025-12-15 04:55:14.038,7VZ2Q8PTMR3E7H96,2025-12-15 06:26:13.558,,,,t,,
08323563-4c6b-42ca-9528-7c7ce365ae44,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,26,Too Many Ice Creams,There are too many ice creams.,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,in_review,,,2025-07-12 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-08-02 07:35:02.929,,,7VZ2Q8PTMR3E7H96,2024-08-02 07:35:02.934,7VZ2Q8PTMR3E7H96,2026-01-20 01:11:32.08,,,,f,,
61d31f84-8b1b-4132-920e-049eadce32de,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,29,Cyber Incident Response and Mitigation,"In July 2023, Ventia declared a cyber incident. Immediate actions were taken to swiftly contain and repel the attack. Operations continued without evidence of a notifiable data breach. Actions included strong alignment between the Board and Management team. Future steps involve further strengthening system and data security against potential threats.",65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2025-03-02 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-08-02 07:42:26.314,,,7VZ2Q8PTMR3E7H96,2024-08-02 07:42:26.32,7VZ2Q8PTMR3E7H96,2026-01-20 01:13:24.196,,,,f,,
86d64b87-e61b-47c6-a119-44ab7d94e551,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,36,Foundation Settling - Lot 23,"The foundation at Lot 23 of the Northbridge Project has settled unevenly, with a 2-inch difference between the left and right corners. This settling is attributed to inadequate soil compaction, and further geotechnical tests are planned to confirm the cause. Remediation steps may include additional foundation support. No further loads should be added to the foundation until a resolution is identified.",d64ac37e-8680-49a8-ac6f-372bc9b10b1a,581067b2-81c1-4748-a04e-030110b42e65,open,,,2025-03-02 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-08-21 05:07:24.274,,,7VZ2Q8PTMR3E7H96,2024-08-21 05:07:24.279,7VZ2Q8PTMR3E7H96,2026-01-20 01:13:24.196,,,,f,,
8ae1b32c-dfbe-4da8-82aa-758aea9cad73,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,85,Tie rod holes are visible in the video.,,d64ac37e-8680-49a8-ac6f-372bc9b10b1a,581067b2-81c1-4748-a04e-030110b42e65,open,,,2025-08-24 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-12-16 10:22:46.913,,,7VZ2Q8PTMR3E7H96,2024-12-16 10:22:46.919,7VZ2Q8PTMR3E7H96,2026-01-20 01:13:24.196,,,,t,,
aeb2af7c-e0ba-4a25-8576-c4a4b0102e7d,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,73,Cracks in concrete observed,,d64ac37e-8680-49a8-ac6f-372bc9b10b1a,581067b2-81c1-4748-a04e-030110b42e65,open,,,2025-08-24 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-12-16 06:13:23.367,,,7VZ2Q8PTMR3E7H96,2024-12-16 06:13:23.375,7VZ2Q8PTMR3E7H96,2026-01-20 01:13:24.196,,,,t,,
bf3508fb-2bdf-410d-b36d-403916c8e2a5,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,86,Joints are not clearly visible in the video to assess sealing.,,d64ac37e-8680-49a8-ac6f-372bc9b10b1a,581067b2-81c1-4748-a04e-030110b42e65,closed,,,2025-08-24 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-12-16 10:28:55.503,7VZ2Q8PTMR3E7H96,2025-06-30 12:37:30.849,7VZ2Q8PTMR3E7H96,2024-12-16 10:28:55.511,7VZ2Q8PTMR3E7H96,2026-01-20 01:13:24.196,,,,t,,
f0a4a1f5-557d-41f6-9895-0a8cc357e3fb,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,75,Joints are not clearly visible in the video to assess sealing.,,d64ac37e-8680-49a8-ac6f-372bc9b10b1a,581067b2-81c1-4748-a04e-030110b42e65,open,,,2025-08-24 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-12-16 06:24:06.45,,,7VZ2Q8PTMR3E7H96,2024-12-16 06:24:06.457,7VZ2Q8PTMR3E7H96,2026-01-20 01:13:24.196,,,,t,,
5dc60a41-7122-451e-872c-c97491b1d7d0,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,160,wide doors,test,65867d15-5007-4521-8aae-1adb40a24d2c,1d55bd6e-d814-465a-819b-d634b55a699b,open,,,,,,,BFN2XQU8NGGTJ4SQ,,,,,,BFN2XQU8NGGTJ4SQ,2025-07-29 07:53:46.562,,,BFN2XQU8NGGTJ4SQ,2025-07-29 07:53:46.57,BFN2XQU8NGGTJ4SQ,2025-07-29 07:53:46.57,,,,t,,
7bcf0a8a-a834-4163-9a06-c3d5cf5df79f,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,166,Surface [411452] and 15 other objects.,15 clashes between Surface [411452] in rac_basic_sample_project.rvt - {3D} and rst_basic_sample_project.rvt - {3D},e2aaaa88-b9fe-4a12-866b-b06d8f1884d3,bf5738fa-e37c-4514-8c38-1c0024efabc1,open,,,,,,urn:adsk.wipprod:dm.lineage:K0rEQEIlSj-d8oOKrdIYxw,7VZ2Q8PTMR3E7H96,,,,,,7VZ2Q8PTMR3E7H96,2025-10-10 01:55:51.81,,,7VZ2Q8PTMR3E7H96,2025-10-10 01:55:51.817,7VZ2Q8PTMR3E7H96,2025-10-10 01:56:07.962,,,urn:adsk.objects:os.object:wip.dm.prod/2a7d4f7c-d394-4ee7-961e-d5a1419676ae.jpg,t,,
bd629f5e-9c6f-4b62-ad9e-3004824cd5de,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,108,Structural Beam Misalignment,"A structural beam on the second floor is misaligned, causing potential load distribution issues. Needs immediate review and correction.",65867d15-5007-4521-8aae-1adb40a24d2c,1d55bd6e-d814-465a-819b-d634b55a699b,open,,,2025-02-19 00:00:00,,,,7VZ2Q8PTMR3E7H96,,,,,,7VZ2Q8PTMR3E7H96,2025-02-12 02:12:34.58,,,7VZ2Q8PTMR3E7H96,2025-02-12 02:12:34.585,7VZ2Q8PTMR3E7H96,2025-02-12 02:12:34.585,2025-02-12 00:00:00,,,f,,
c8d2e3b8-4f5c-4a2d-8ccd-5e5dfe87482d,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,110,[create issue by API- assign to one user,create issue by,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,,,,,7VZ2Q8PTMR3E7H96,,,,,,7VZ2Q8PTMR3E7H96,2025-03-22 04:26:01.044,,,7VZ2Q8PTMR3E7H96,2025-03-22 04:26:01.054,7VZ2Q8PTMR3E7H96,2025-03-22 04:26:01.054,,,,f,,
6cf86259-16f1-4f08-98b4-7bbe3b8e2d10,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,1,Too flat,n8n test,65867d15-5007-4521-8aae-1adb40a24d2c,1d55bd6e-d814-465a-819b-d634b55a699b,open,7VZ2Q8PTMR3E7H96,user,,,,urn:adsk.wipprod:dm.lineage:K0rEQEIlSj-d8oOKrdIYxw,7VZ2Q8PTMR3E7H96,8338ce72-cc83-49d7-90ca-93a3dd3d6ac7,369f1b01-8c1a-445f-a5f3-85b1adbb9a14,,,,7VZ2Q8PTMR3E7H96,2023-10-04 06:30:58.968,,,7VZ2Q8PTMR3E7H96,2023-10-04 06:30:59.115,7VZ2Q8PTMR3E7H96,2025-02-27 07:21:50.2,,,,t,,
be884439-df43-4f59-be67-ad973e2b7b3a,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,64,Level 3 Column Adjustment,"The steel column located on level 3 has been identified as being too tall, which necessitates a reduction in its height to meet the design specifications. This issue needs to be addressed promptly to ensure that the construction schedule is not adversely affected. The design team, led by the project architect, should collaborate with the structural engineering firm to determine the appropriate height adjustment. It is crucial to coordinate with the on-site construction manager to implement the necessary changes without causing significant delays. The steel supplier should also be informed to ensure that any future deliveries meet the revised specifications.",65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2024-12-18 00:00:00,,,,7VZ2Q8PTMR3E7H96,b7b6f8ec-5532-4c7b-8823-afe828056476,4cd8807f-a158-429b-97f6-ccef826570b2,,,,7VZ2Q8PTMR3E7H96,2024-12-04 20:31:40.232,,,7VZ2Q8PTMR3E7H96,2024-12-04 20:31:40.24,7VZ2Q8PTMR3E7H96,2024-12-04 20:31:40.24,2024-12-04 00:00:00,,,t,,
83814e84-eddc-4672-935a-af6468a0d891,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,134,Door missing a screw.,The door is missing a screw. Please fix this.,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2018-07-25 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 06:39:42.019,,,8KW28HCBRLZC8X4K,2025-05-28 06:39:42.026,8KW28HCBRLZC8X4K,2025-05-28 06:39:42.026,,,,f,,
f128d43b-7fe0-40b7-9ead-6938f87ed741,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,135,Door missing a screw.,The door is missing a screw. Please fix this.,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2018-07-25 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 06:57:20.735,,,8KW28HCBRLZC8X4K,2025-05-28 06:57:20.741,8KW28HCBRLZC8X4K,2025-05-28 06:57:20.741,,,,f,,
44a540fc-ce79-4f9a-a074-64b848ea2d96,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,136,Door missing a screw.,The door is missing a screw. Please fix this.,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2018-07-25 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 07:26:21.959,,,8KW28HCBRLZC8X4K,2025-05-28 07:26:21.966,8KW28HCBRLZC8X4K,2025-05-28 07:26:21.966,,,,f,,
3a6034e0-e6ab-4f3a-8799-647846f970cb,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,137,red door,There is a red door.,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2025-07-25 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 08:18:41.897,,,8KW28HCBRLZC8X4K,2025-05-28 08:18:41.903,8KW28HCBRLZC8X4K,2025-05-28 08:18:41.903,,,,f,,
c082546a-7e44-4ba0-904d-1c9a4484d203,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,138,wet doors,Doors have got wet,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2025-08-01 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 08:40:00.998,,,8KW28HCBRLZC8X4K,2025-05-28 08:40:01.004,8KW28HCBRLZC8X4K,2025-05-28 08:40:01.004,,,,t,,
e88e3b9b-fb06-46d5-bc37-d87ffc447ecf,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,139,like out the overdue issues,wet doors,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2025-08-01 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 08:42:42.498,,,8KW28HCBRLZC8X4K,2025-05-28 08:42:42.506,8KW28HCBRLZC8X4K,2025-05-28 08:42:42.506,,,,t,,
1de33f79-1122-418d-a37c-b9ae1f54e2a9,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,140,test,test,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2025-09-01 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 09:44:11.618,,,8KW28HCBRLZC8X4K,2025-05-28 09:44:11.623,8KW28HCBRLZC8X4K,2025-05-28 09:44:11.623,,,,t,,
7f94798b-083a-4d1d-b876-02df4f1cdd46,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,20,Client Feedback,,e2aaaa88-b9fe-4a12-866b-b06d8f1884d3,bf5738fa-e37c-4514-8c38-1c0024efabc1,open,,,,,,urn:adsk.wipprod:dm.lineage:RkElbatwTLWrRMnPNrDPPw,7VZ2Q8PTMR3E7H96,,,,,,7VZ2Q8PTMR3E7H96,2024-07-26 03:09:54.806,,,7VZ2Q8PTMR3E7H96,2024-07-26 03:09:54.814,7VZ2Q8PTMR3E7H96,2024-07-26 03:10:30.047,,2024-07-26 03:10:30.04,urn:adsk.objects:os.object:wip.dm.prod/daa46448-67a9-4b26-b374-1fa3ffa513ed.jpg,t,,7VZ2Q8PTMR3E7H96
66787908-0747-4fb4-b281-b165a2918288,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,141,test,test,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2025-09-01 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 10:14:16.337,,,8KW28HCBRLZC8X4K,2025-05-28 10:14:16.343,8KW28HCBRLZC8X4K,2025-05-28 10:14:16.343,,,,t,,
77254f65-1ad4-4ac5-bd90-e47160fb96d1,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,143,wrong door,wrong door installed,65867d15-5007-4521-8aae-1adb40a24d2c,88c9759c-337a-43eb-845f-f7127dc1ab7f,open,,,2025-05-01 00:00:00,,,,8KW28HCBRLZC8X4K,,,,,,8KW28HCBRLZC8X4K,2025-05-28 10:15:49.15,,,8KW28HCBRLZC8X4K,2025-05-28 10:15:49.158,8KW28HCBRLZC8X4K,2025-05-28 10:15:49.158,,,,t,,
775820a1-44b1-4655-a6a5-f56d41682d3b,60844ec8-1755-47a1-a106-1cc9a6c26e18,af8b83a7-47eb-4049-9275-c86b659a4b79,19,Drawing Issue,,3b45a6cb-142c-4444-ac5a-76359dc8840a,34ed17b4-1603-4878-90f8-4617f17bc0b4,open,,,,,,urn:adsk.wipprod:dm.lineage:Rf1u15PrQxeZbaX4nmuM9A,7VZ2Q8PTMR3E7H96,,,,,,7VZ2Q8PTMR3E7H96,2024-07-25 07:59:17.714,,,7VZ2Q8PTMR3E7H96,2024-07-25 07:59:17.723,7VZ2Q8PTMR3E7H96,2024-07-25 07:59:33.926,,,urn:adsk.objects:os.object:ng-issues-prod-af8b83a7-47eb-4049-9275-c86b659a4b79/f43e3404-5c0c-41b8-a017-ab21a56602d0,t,,
